m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,,,,,
840,United States of America,,21431.01,Orange juice,2013,39.518,39.518,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21432,Grapefruit juice,2013,41.5846,41.5846,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21434,Grape juice,2013,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21435.01,Apple juice,2013,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1211,Asparagus,2012,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2012,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2012,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2012,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1215,Spinach,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1216,Artichokes,2012,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1221,Watermelons,2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1229,Cantaloupes and other melons,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1232,Cucumbers and gherkins,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1233,Eggplants (aubergines),2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1234,Tomatoes,2012,15,15,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1235,"Pumpkins, squash and gourds",2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1239.01,Okra,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1241.9,"Other beans, green",2012,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2012,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1251,Carrots and turnips,2012,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1252,Green garlic,2012,19,19,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1270,Mushrooms and truffles,2012,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.01,Green corn (maize),2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1290.9,"Other vegetables, fresh n.e.c.",2012,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1311,Avocados,2012,6,6,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1316,"Mangoes, guavas and mangosteens",2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1317,Papayas,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1318,Pineapples,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2012,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1321,Pomelos and grapefruits,2012,3,3,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2012,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1322,Lemons and limes,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1324,"Tangerines, mandarins, clementines",2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1330,Grapes,2012,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1341,Apples,2012,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1342.01,Pears,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1343,Apricots,2012,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1345,Peaches and nectarines,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1346,Plums and sloes,2012,5,5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1352,Kiwi fruit,2012,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1353.01,Raspberries,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1354,Strawberries,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1355.01,Blueberries,2012,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1355.02,Cranberries,2012,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1510,Potatoes,2012,4,4,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1530,Sweet potatoes,2012,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,231,"Hen eggs in shell, fresh",2012,1.5,1.5,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21431.01,Orange juice,2012,40.0592,40.0592,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21432,Grapefruit juice,2012,39.1931,39.1931,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21434,Grape juice,2012,19.0909,19.0909,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,21435.01,Apple juice,2012,26.6667,26.6667,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1211,Asparagus,2011,9,9,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2011,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2011,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2011,7,7,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2011,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1212,Cabbages,2011,12,12,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2011,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1213,Cauliflowers and broccoli,2011,8,8,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
840,United States of America,,1214,Lettuce and chicory,2011,10,10,,,Whole supply chain,,,,National Accounts,,https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/,,,,,,
