,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
353,407,Mexico,N,80,NA,NA,Rice,,Rice,101,4/11,202,7/21,151.5,102,253,9/10,19,1/19,318.5,132,GIEWS,,NA,Rice,80,167,18.86096015,-97.03548037,764.8833824,7.633190034,24.50355587,125.4754521,21.08873855,26.35233984,27.02828406,284.3704917,1,3,5,9,26.91735676,147.6792937,0.4740281691,13.98802943,224.4358122,0.1763883795,75,2.109932417,258,0.9362315653,1.74087428,1.428650289,4274.685846,3606.685846,3439.685846,2938.685846,2604.685846,8947.403311,7487.403311,7122.403311,6027.403311,5297.403311,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,242,365,242,242,365,242,25.59692123,215.260963,365,365,365,365,3,FALSE,3
354,411,Mexico,N,80,NA,NA,Soybeans,,Soybean,101,4/11,202,7/21,151.5,102,254,9/11,354,12/20,304,101,GIEWS,,NA,Soybeans,80,152.5,19.3187457,-96.15071916,821.6632864,4.002691582,24.98753977,124.5619985,21.10292759,14.62636554,27.49935971,318.5296191,1,2,5,9,27.48024663,194.0813113,0.4649589378,14.01925944,222.8365007,0.1206312074,45,2.322833957,258,1.228233184,2.015572011,1.606280935,4073.46858,3461.46858,3308.46858,2849.46858,2543.46858,9124.685732,7664.685732,7299.685732,6204.685732,5474.685732,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,197,365,197,197,365,197,26.62397765,236.8723421,365,365,365,151,3,FALSE,3
355,412,Mexico,N,80,NA,NA,Potatoes,,Potato,40,2/9,142,5/22,91,103,142,5/22,354,12/20,248,213,GIEWS,,NA,Potatoes,80,157,22.16089459,-101.3365095,652.588094,-2.294960049,19.66598381,78.50023098,14.73817297,19.05146114,23.29402783,177.5161465,1,2,6,9,19.53547028,25.67546119,0.5638691041,13.12094884,228.098471,0.158607284,74,1.354954373,258,0.1832951343,2.674576706,1.52092635,3509.745679,2881.745679,2724.745679,2253.745679,1939.745679,7184.243321,5724.243321,5359.243321,4264.243321,3534.243321,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,19,98,169,365,169,169,365,169,22.35506802,111.3379328,365,365,365,-14,1,FALSE,1
356,413,Moldova,N,35,NA,NA,Multiple,Winter,Winter cereals,228,8/16,304,10/31,266,77,182,7/1,228,8/16,205,47,GIEWS,Not sure what crops to apply this to,NA,Multiple.Winter,35,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
357,414,Moldova,N,35,NA,NA,Wheat,Winter,Winter wheat,233,8/21,283,10/10,258,51,192,7/11,233,8/21,212.5,42,GIEWS,,NA,Wheat.Winter,35,319.5,47.15727605,28.48545067,3711.314143,-27.67009923,9.831557667,42.99285687,-3.2391108,25.68692248,21.19407916,71.29481871,1,10,7,6,16.60766331,43.6142045,0.5825439949,13.61367455,174.6681554,0.337812132,227,3.832053927,355,0.462175626,7.621770489,1.244548824,2871.438526,1980.132076,1785.8831,1259.349537,954.7126987,3743.834378,2672.527928,2433.278952,1771.745389,1377.108551,709.5623041,400.8121121,339.292293,185.9898452,109.4169857,72,130,177,197,228,249,72,130,177,197,228,252,68,244,189,58,234,189,8.553858473,42.37167501,195,170,170,138,1,TRUE,1X
358,415,Moldova,N,35,NA,NA,Multiple,Spring,Spring cereals,91,4/1,181,6/30,136,91,213,8/1,273,9/30,243,61,GIEWS,Not sure what crops to apply this to,NA,Multiple.Spring,35,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
359,416,Moldova,N,35,NA,NA,Maize,,Maize,121,5/1,157,6/6,139,37,269,9/26,319,11/15,294,51,GIEWS,,NA,Maize,35,155,47.15771991,28.48651116,4549.524522,-27.66896718,9.830992569,42.99432372,-3.239700758,25.68837626,21.19358647,71.29376999,1,10,7,6,16.64645767,54.98546325,0.5346464473,16.46557456,240.21225,0.3378145566,227,3.832684891,355,0.4049919237,7.621897456,1.244514096,2800.845488,2180.845488,2025.845488,1560.845488,1251.625415,3743.674842,2672.403121,2433.16165,1771.648584,1377.023213,3041.734239,2256.998559,2076.482895,1566.191509,1251.625415,0,0,3,13,28,42,72,130,177,197,228,252,19,188,189,58,234,189,18.06997089,52.61411708,76,51,51,19,1,FALSE,1
360,417,Moldova,N,35,NA,NA,Sunflower,,Sunflower,107,4/17,151,5/31,129,45,253,9/10,304,10/31,278.5,52,GIEWS,,NA,Sunflower,35,149.5,47.16016943,28.48915481,2361.386263,-27.66644438,9.829716796,42.99807471,-3.241349858,25.69178481,21.19321246,71.28003087,1,10,7,6,15.02233194,50.02653966,0.511180403,15.99287428,225.2330982,0.3378387614,227,3.835630894,355,0.4087774009,7.622609792,1.244346195,2796.174582,2196.174582,2046.174582,1596.174582,1296.174582,3743.345683,2672.175466,2432.955608,1771.499649,1376.904535,3200.807228,2376.112476,2185.608673,1645.348259,1310.800567,0,0,0,0,13,37,72,130,177,197,228,252,19,188,189,58,234,189,18.64116388,55.07245463,66,41,41,9,1,FALSE,1
361,418,Moldova,N,35,NA,NA,Sugarbeets,,Sugarbeet,96,4/6,142,5/22,119,47,253,9/10,304,10/31,278.5,52,GIEWS,,NA,Sugarbeets,35,159.5,47.18289262,28.47391698,608.4844628,-27.68790419,9.82008317,43.00855324,-3.251961475,25.69024832,21.18970155,71.19430263,1,10,7,6,13.10807683,45.66295465,0.4822506154,15.46706622,207.4478216,0.3384236312,227,3.854668818,355,0.4260490385,7.625221185,1.243934811,2935.845396,2295.845396,2135.845396,1655.845396,1335.845396,3740.683473,2670.132549,2431.037409,1769.944216,1375.565246,3339.674351,2475.271015,2274.835539,1704.765014,1350.334977,0,0,0,0,23,47,72,130,177,197,228,252,19,188,189,58,234,189,18.34903373,54.61659307,56,31,31,-2,1,FALSE,1
362,419,Morocco,N,73,NA,NA,Wheat,Winter,Wheat,315,11/11,355,12/21,335,41,132,5/12,172,6/21,152,41,GIEWS,,NA,Wheat.Winter,73,182,33.39306595,-6.418070773,25570.71122,-2.53479602,17.05317673,41.72792501,10.59515172,2.497465771,24.69678876,78.95764247,1,7,8,12,12.74756281,75.82835523,0.6133679874,11.00857282,121.4862778,0.01265893681,197,1.55128709,350,1.344020424,3.749829465,0.4538307482,2428.595382,1700.595382,1518.595382,972.5953818,608.5953818,6235.617034,4775.617034,4410.617034,3315.617034,2585.617034,NA,NA,NA,NA,NA,0,0,0,73,139,160,0,0,0,73,159,195,155,365,155,155,365,155,13.34393067,59.23936972,365,365,365,-7,1,TRUE,1X
363,420,Morocco,N,73,NA,NA,Barley,Winter,Barley,315,11/11,355,12/21,335,41,132,5/12,202,7/21,167,71,GIEWS,,NA,Barley.Winter,73,197,32.79830483,-6.861152853,19762.57712,-3.256852896,16.9598681,35.25608096,10.58332095,2.840308962,24.43210378,65.70230475,1,7,8,12,12.74032112,63.06691941,0.6360320593,11.04723983,126.3759831,0.01461946695,197,1.231277786,350,1.071591731,3.670073046,0.4703466638,2728.330416,1940.330416,1743.330416,1152.330416,758.3304157,6201.28675,4741.28675,4376.28675,3281.28675,2551.28675,NA,NA,NA,NA,NA,0,0,0,73,139,160,0,0,0,73,159,195,134,365,134,134,365,134,13.84939297,46.78693629,365,365,365,-7,1,TRUE,1X
364,421,Morocco,N,73,NA,NA,Maize,,Maize,41,2/10,50,2/19,45.5,10,162,6/11,212,7/31,187,51,GIEWS,,NA,Maize,73,141.5,32.4454741,-8.408542342,2643.866837,-1.389569984,17.43646053,31.80007926,11.99220694,1.17755515,23.63094798,67.37481071,1,7,8,12,12.97165053,52.72393382,0.6463725645,11.86856255,167.3089311,0.00617906434,197,1.192272769,350,0.6364230085,2.977794307,0.3632756807,2386.42973,1818.42973,1676.42973,1250.42973,966.4297296,6373.642168,4913.642168,4548.642168,3453.642168,2723.642168,NA,NA,NA,NA,NA,0,0,0,0,50,81,0,0,0,1,135,183,123,365,123,123,365,123,16.80584317,27.46324991,365,365,365,1,1,TRUE,1X
365,422,Morocco,N,73,NA,NA,Potatoes,,Potatoes,253,9/10,264,9/21,258.5,12,40,2/9,110,4/20,75,71,GIEWS,,NA,Potatoes,73,181.5,33.15238861,-6.634335402,608.6665597,-2.98421362,16.87730753,40.55267551,10.43447297,2.800944307,24.48444552,76.37381798,1,7,8,12,22.23761539,12.09703984,0.698465817,13.20098639,229.7978671,0.0142913664,197,1.480946825,350,0.08364154308,3.737191737,0.4607717039,2528.383907,1800.383907,1618.383907,1072.383907,708.3839068,6171.360553,4711.360553,4346.360553,3251.360553,2521.360553,NA,NA,NA,NA,NA,0,0,0,78,127,142,0,0,0,77,162,197,151,365,151,151,365,151,13.89221927,58.67919527,365,365,365,214,1,TRUE,1X
366,423,Mozambique,N,204,NA,NA,Wheat,Winter,Wheat,121,5/1,151,5/31,136,31,274,10/1,304,10/31,289,31,GIEWS,,NA,Wheat.Winter,204,153,-16.47170317,35.34395206,15.38335538,5.824060763,23.17772513,89.38007077,19.15665208,10.02874651,25.60554289,233.985284,7,9,11,1,21.41339645,23.8247129,0.703433919,12.09732412,198.4339202,0.0612033415,258,1.380647099,16,0.1963817689,-2.00098886,0.2803684344,3221.769563,2609.769563,2456.769563,1997.769563,1691.769563,8455.469607,6995.469607,6630.469607,5535.469607,4805.469607,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,153,365,153,153,365,153,21.05731741,14.2426546,NA,NA,NA,NA,4,TRUE,4X
367,424,Mozambique,N,204,NA,NA,Maize,,Maize,305,11/1,365,12/31,335,61,121,5/1,151,5/31,136,31,GIEWS,,NA,Maize,204,166,-17.81721468,34.89880153,9178.530559,5.751495445,23.13996997,85.50388495,18.98487138,12.98501923,25.50617057,220.898578,7,9,1,1,25.47149633,136.8190674,0.5778772168,13.90785112,261.8492819,0.08062812157,258,1.256962817,16,0.7572858327,-2.084912945,0.3008545081,4083.275382,3419.275382,3253.275382,2755.275382,2423.275382,8441.292739,6981.292739,6616.292739,5521.292739,4791.292739,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,147,365,147,147,365,147,24.59804447,150.1068124,NA,NA,NA,NA,4,FALSE,4
368,425,Mozambique,N,204,NA,NA,Sorghum,,Sorghum,305,11/1,365,12/31,335,61,121,5/1,181,6/30,151,61,GIEWS,,NA,Sorghum,204,181,-16.47962568,36.34914597,3834.775475,7.048516281,23.8256476,88.56619781,19.97274831,10.76621367,26.0533499,231.821645,7,9,11,1,26.04665667,136.4226077,0.5971143477,13.82045761,264.6267749,0.06541727358,258,1.318569685,16,0.7411729025,-1.937109287,0.2946398704,4510.190753,3786.190753,3605.190753,3062.190753,2700.190753,8691.908688,7231.908688,6866.908688,5771.908688,5041.908688,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,151,365,151,151,365,151,24.91818096,148.5666413,NA,NA,NA,NA,4,FALSE,4
369,428,Myanmar,N,86,NA,NA,Wheat,Winter,Wheat,264,9/21,334,11/30,299,71,51,2/20,131,5/11,91,81,GIEWS,,NA,Wheat.Winter,86,157,20.16700078,96.08352755,929.6750634,6.045599366,25.15421642,174.9849693,20.53328292,6.529823847,28.22545458,448.5494033,1,1,5,7,25.26491417,134.9302117,0.5812685561,12.24831334,193.7157024,0.04725199436,45,3.521436388,197,1.043050864,1.908533704,1.738823501,3594.316677,2966.316677,2809.316677,2338.316677,2024.316677,9184.853544,7724.853544,7359.853544,6264.853544,5534.853544,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,204,365,204,204,365,204,22.8937368,25.59927091,365,365,365,-365,3,TRUE,3X
370,429,Myanmar,N,86,NA,NA,Maize,,Maize,254,9/11,346,12/12,300,93,10,1/10,100,4/10,55,91,GIEWS,,NA,Maize,86,120,21.9721469,96.27972921,2213.733903,2.843558802,23.08084629,150.2917122,17.61928277,8.70689099,26.34665618,370.3806752,1,1,5,7,23.11629801,122.1256445,0.5842267893,12.17947231,188.3229001,0.07663418954,45,3.004810303,197,1.01218154,2.445858421,1.696392147,2333.957402,1853.957402,1733.957402,1373.957402,1133.957402,8429.657184,6969.657184,6604.657184,5509.657184,4779.657184,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,208,365,208,208,365,208,19.44964502,29.2217781,365,365,365,-365,3,TRUE,3X
371,430,Myanmar,N,86,NA,NA,Potatoes,,Potato,41,2/10,131,5/11,86,91,162,6/11,253,9/10,207.5,92,GIEWS,,NA,Potatoes,86,121.5,20.11849399,96.06524801,268.1780826,6.132549466,25.23018939,175.3586415,20.63414543,6.441685173,28.29878823,449.2639249,1,1,5,7,26.48934427,23.58070168,0.7113810594,12.98544691,258.554312,0.04624626248,45,3.521534364,197,0.1320715843,1.892077323,1.73950084,3337.813377,2849.813377,2727.813377,2361.813377,2117.813377,9212.527728,7752.527728,7387.527728,6292.527728,5562.527728,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,204,365,204,204,365,204,27.35912604,263.1601167,365,365,365,-365,3,FALSE,3
372,431,Namibia,N,218,NA,NA,Wheat,Winter,Wheat,121,5/1,166,6/15,143.5,46,274,10/1,319,11/15,296.5,46,GIEWS,,NA,Wheat.Winter,218,153,-19.96431511,16.36729316,11.11742922,-3.421949188,20.15577273,31.88615764,14.66273706,0.5766627894,23.66752941,91.1010122,7,7,12,2,16.74756076,3.064599169,0.8463439818,11.85892989,202.1059897,0.005659923554,197,0.5281219112,45,0.02800984348,-2.784217984,0.1931527648,2678.920175,2066.920175,1913.920175,1454.920175,1148.920175,7350.921583,5890.921583,5525.921583,4430.921583,3700.921583,NA,NA,NA,NA,NA,0,0,0,0,37,87,0,0,0,0,37,90,46,365,46,46,365,46,17.50928219,3.029456512,NA,NA,NA,NA,2,TRUE,2X
373,432,Namibia,N,218,NA,NA,Maize,,Maize,335,12/1,365,12/31,350,31,152,6/1,181,6/30,166.5,30,GIEWS,,NA,Maize,218,181.5,-19.9450018,16.39719774,285.2575867,-3.399648436,20.16812043,31.98931128,14.67849825,0.5740903867,23.66973877,91.29508679,7,7,12,2,23.66933433,42.19670502,0.6748946625,14.14813972,290.9566577,0.00563211711,197,0.5292528748,45,0.2172325887,-2.779910171,0.1921439742,3806.186196,3078.186196,2896.186196,2350.186196,1986.186196,7355.437607,5895.437607,5530.437607,4435.437607,3705.437607,NA,NA,NA,NA,NA,0,0,0,0,2,26,0,0,0,0,36,89,47,365,47,47,365,47,20.91311097,51.46496862,NA,NA,NA,NA,2,FALSE,2
374,433,Namibia,N,218,NA,NA,Sorghum,,Sorghum,335,12/1,31,1/31,0.5,62,152,6/1,181,6/30,166.5,30,GIEWS,,NA,Sorghum,218,166,-18.1946858,16.48869201,97.59962436,-2.792140615,22.12634723,38.38467749,16.46274884,0.09256407149,25.4579748,112.4106851,7,7,11,2,25.17709717,84.15007517,0.5906498365,14.00302376,267.5945613,0.0008511307974,197,0.6513039794,45,0.4579118967,-2.63279468,0.1396369661,3706.085072,3042.085072,2876.085072,2378.085072,2046.085072,8071.255319,6611.255319,6246.255319,5151.255319,4421.255319,NA,NA,NA,NA,NA,0,0,0,0,0,4,0,0,0,0,0,41,77,365,77,77,365,77,22.32581369,60.54116999,NA,NA,NA,NA,2,FALSE,2
375,434,Nepal,N,84,NA,NA,Wheat,Winter,Wheat,294,10/21,345,12/11,319.5,52,71,3/12,181,6/30,126,111,GIEWS,,NA,Wheat.Winter,84,171.5,27.67763661,84.30684908,6426.059064,-2.150570905,20.87455507,142.3659585,12.18891632,8.65075443,26.52942348,476.1518645,1,11,6,7,17.64915561,8.739432711,0.6123842699,11.59648492,155.2865424,0.1001686644,319,3.677073783,197,0.1017346555,4.399227464,1.795218969,2901.546773,2213.546773,2041.546773,1525.546773,1181.546773,7629.779366,6169.779366,5804.779366,4709.779366,3979.779366,NA,NA,NA,NA,NA,0,0,0,0,77,103,0,0,0,0,77,104,177,365,177,177,365,177,16.86945798,29.23866607,365,-365,-365,-365,1,TRUE,1X
376,435,Nepal,N,84,NA,NA,Maize,,Maize,32,2/1,141,5/21,86.5,110,222,8/10,273,9/30,247.5,52,GIEWS,,NA,Maize,84,161,27.61965034,84.77651778,7891.061055,-3.080782619,19.95543916,148.6422536,11.44775457,9.680973985,25.43734533,486.6864961,1,11,6,7,19.59452508,42.76710781,0.6585587494,13.10752968,236.4794553,0.115189695,319,3.847424379,197,0.2979219002,4.319792436,1.797109165,3886.686805,3242.686805,3081.686805,2598.686805,2276.686805,7294.289566,5834.289566,5469.289566,4374.289566,3644.289566,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,22,88,116,185,365,185,185,365,185,24.14091183,261.1122091,365,-365,-365,-365,1,FALSE,1
377,436,Nepal,N,84,NA,NA,Rice,,Rice,141,5/21,223,8/11,182,83,294,10/21,353,12/19,323.5,60,GIEWS,,NA,Rice,84,141.5,27.45694156,84.95479726,15114.88626,-1.615365707,21.24033134,146.1426362,12.70266561,8.769766369,26.64806423,491.201161,1,11,6,7,26.33242936,390.5706948,0.341010762,14.73033543,200.5510254,0.100314493,319,3.81502933,197,2.777733134,4.257364159,1.804495349,3411.636671,2843.636671,2701.636671,2275.636671,1991.636671,7763.01701,6303.01701,5938.01701,4843.01701,4113.01701,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,70,97,181,365,181,181,365,181,24.02561036,256.2682937,365,-365,-365,-365,1,FALSE,1
378,437,Nepal,N,84,NA,NA,Millet,,Millet,161,6/10,223,8/11,192,63,263,9/20,354,12/20,308.5,92,GIEWS,,NA,Millet,84,116.5,27.64990113,85.00297071,2487.71138,-4.15289743,18.90646401,148.518013,10.48744787,10.34119946,24.31792261,472.300548,1,11,6,7,24.17542466,445.3073778,0.289129207,14.65054176,186.9433576,0.1274976201,319,3.816267932,197,3.502568203,4.315911266,1.790286014,2621.70084,2153.70084,2036.70084,1685.70084,1451.70084,6911.579123,5451.579123,5086.579123,3991.579123,3261.579123,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,59,103,130,190,365,190,190,365,190,22.40769949,267.0527011,365,-365,-365,-365,1,FALSE,1
379,438,Nicaragua,N,131,NA,NA,Maize,,Maize (main),121,5/1,181,6/30,151,61,213,8/1,273,9/30,243,61,GIEWS,,NA,Maize,131,92,12.82674506,-85.56177104,3151.684354,12.08087962,24.79021376,158.6526542,23.50123369,24.06820253,26.33259205,302.9291096,1,3,5,6,25.78171659,240.395259,0.5238222576,13.59551864,227.7971066,0.1418786578,75,2.062353694,166,1.533874176,0.5963214324,1.369628275,2305.255007,1937.255007,1845.255007,1569.255007,1385.255007,9048.959311,7588.959311,7223.959311,6128.959311,5398.959311,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,267,365,267,267,365,267,25.05711964,272.4943117,365,365,365,365,3,FALSE,3
380,439,Nicaragua,N,131,NA,NA,Maize,2,Maize (second),213,8/1,273,9/30,243,61,305,11/1,334,11/30,319.5,30,GIEWS,,NA,Maize.2,131,76.5,12.82674506,-85.56177104,3151.684354,12.08087962,24.79021376,158.6526542,23.50123369,24.06820253,26.33259205,302.9291096,1,3,5,6,24.83539379,259.2619052,0.4954512692,13.0941271,218.9541804,0.1418786578,75,2.062353694,166,1.738436304,0.5963214324,1.369628275,1893.947602,1585.947602,1508.947602,1277.947602,1123.947602,9048.959311,7588.959311,7223.959311,6128.959311,5398.959311,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,267,365,267,267,365,267,24.59672211,231.6855244,365,365,365,365,3,FALSE,3
381,440,Nicaragua,N,131,NA,NA,Maize,3,Maize (third),335,12/1,365,12/31,350,31,60,3/1,120,4/30,90,61,GIEWS,,NA,Maize.3,131,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
382,441,Nicaragua,N,131,NA,NA,Sorghum,,Sorghum (main),121,5/1,181,6/30,151,61,244,9/1,304,10/31,274,61,GIEWS,,NA,Sorghum,131,123,12.63992979,-85.5660675,504.6379799,12.50729572,25.04213263,154.0533273,23.82136997,22.11164085,26.54430607,295.3784938,12,3,5,6,25.96887384,234.4233084,0.5286223419,13.58407062,228.5832094,0.1293387843,75,1.999940492,166,1.486699058,0.5617606433,1.373263129,3099.380681,2607.380681,2484.380681,2115.380681,1869.380681,9140.744041,7680.744041,7315.744041,6220.744041,5490.744041,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,261,365,261,261,365,261,25.19821692,263.0821826,365,365,365,365,3,FALSE,3
383,442,Nicaragua,N,131,NA,NA,Sorghum,2,Sorghum (second),213,8/1,273,9/30,243,61,305,11/1,365,12/31,335,61,GIEWS,,NA,Sorghum.2,131,92,12.63992979,-85.5660675,504.6379799,12.50729572,25.04213263,154.0533273,23.82136997,22.11164085,26.54430607,295.3784938,12,3,5,6,25.03619732,254.4230886,0.4943228903,13.08952416,218.6934051,0.1293387843,75,1.999940492,166,1.702298851,0.5617606433,1.373263129,2270.070258,1902.070258,1810.070258,1534.070258,1350.070258,9140.744041,7680.744041,7315.744041,6220.744041,5490.744041,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,261,365,261,261,365,261,24.67467672,209.4391445,365,365,365,365,3,FALSE,3
384,443,Nicaragua,N,131,NA,NA,Rice,irrigated 1,Rice (irrigated main),1,1/1,59,2/28,30,59,91,4/1,181,6/30,136,91,GIEWS,,NA,Rice.irrigated 1,131,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
385,444,Nicaragua,N,131,NA,NA,Rice,irrigated 2,Rice (irrigated second),182,7/1,273,9/30,227.5,92,305,11/1,334,11/30,319.5,30,GIEWS,,NA,Rice.irrigated 2,131,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
386,445,Nicaragua,N,131,NA,NA,Rice,,Rice (upland),152,6/1,181,6/30,166.5,30,274,10/1,334,11/30,304,61,GIEWS,"According to http://www.fao.org/Ag/AGP/AGPC/doc/riceinfo/America/NICARA.HTM, slightly over 50% of rice is upland, so I'm treating this as the main calendar",NA,Rice,131,137.5,12.4912467,-85.68995464,912.6074748,13.13940112,25.47888789,143.5113094,24.32681478,17.35001916,26.95706399,284.8897177,12,3,5,6,25.75458257,284.0091399,0.4842898221,13.63393156,217.4107371,0.09927878946,74,1.903766668,166,1.898487999,0.5237114712,1.389625763,3511.794432,2959.794432,2821.794432,2407.794432,2131.794432,9300.023978,7840.023978,7475.023978,6380.023978,5650.023978,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,233,365,233,233,365,233,25.44778574,244.0537336,365,365,365,365,3,FALSE,3
387,446,Nicaragua,N,131,NA,NA,Pulses,,Beans (main),121,5/1,151,5/31,136,31,182,7/1,243,8/31,212.5,62,GIEWS,,NA,Pulses,131,76.5,12.82199766,-85.5966375,2245.56552,11.66859172,24.4183186,149.7079365,23.02288674,22.51867863,26.0267073,288.3815452,1,3,5,6,26.00900101,168.1574815,0.5747014714,13.47973583,240.4726535,0.1337837442,74,1.98014054,166,1.013082185,0.6267719251,1.374439372,1924.572202,1616.572202,1539.572202,1308.572202,1154.572202,8913.33952,7453.33952,7088.33952,5993.33952,5263.33952,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,263,365,263,263,365,263,24.99444419,251.9634771,365,365,365,365,3,FALSE,3
388,447,Nicaragua,N,131,NA,NA,Pulses,2,Beans (second),244,9/1,273,9/30,258.5,30,305,11/1,365,12/31,335,61,GIEWS,,NA,Pulses.2,131,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
